ID,,Datetime,Tweet Id,Text,Username,Length,Label,Lang
79,3766,2022-12-06 13:58:12+00:00,1600127471633850369,sayang kuhp gua 3 anjir🙏🏻,smlxxty,27,,
80,4113,2022-12-06 09:10:27+00:00,1600055054559416320,@shafiradrsm Wkwkw RIP KUHP,nanikalluk,27,,
81,275,2022-12-12 03:17:41+00:00,1602140607425937408,@geloraco @lanunatuna KUHP !,her_alone,28,,
82,944,2022-12-10 08:10:15+00:00,1601489456066093058,@GilberthSessa Dukung KUHP !,mderpati,28,,
83,1372,2022-12-09 08:10:47+00:00,1601127201520648193,@lindamesum Ati ati ada KUHP,SuwandaDrs,28,,
84,1609,2022-12-09 02:28:10+00:00,1601040983000768512,@gerygergerr Tiati kuhp baru,alampenjelajah,28,,
85,1744,2022-12-08 22:30:27+00:00,1600981159394963457,@tanyarlfes Kalau aku ; kuhp,philipdj,28,,
86,3134,2022-12-07 07:11:04+00:00,1600387399405928448,@IndiHomeJBN kuhp meresahkan,andhinn__,28,,
87,3527,2022-12-07 01:27:45+00:00,1600301000451305472,@demlionaire Dari kuhp lamaa,burdenbar,28,,
88,4092,2022-12-06 09:26:29+00:00,1600059088767176705,"@zwyczajny__ (KUHP 351, 353)",nafaratirta,28,,
89,4110,2022-12-06 09:11:13+00:00,1600055246536908800,@CempakaNews Aku dukung KUHP,SectorNine6,28,,
90,4115,2022-12-06 09:08:10+00:00,1600054482502549513,@CempakaNews Dukung RUU KUHP,AdityaKusyandi,28,,
91,4116,2022-12-06 09:07:55+00:00,1600054419156242432,@CempakaNews Dukung RUU KUHP,AdityaKusyandi,28,,
92,680,2022-12-11 00:20:03+00:00,1601733517435510789,@Anggita_lung Sah. KUHP👍🇮🇩,AliBej0,29,,
93,682,2022-12-11 00:18:03+00:00,1601733010201595904,@Anggita_lung KUHP kita🇮🇩👍,Akomeng6,29,,
94,1189,2022-12-09 13:17:06+00:00,1601204291716681730,@Askrlfess Ini guna KUHP baru,alphatotle,29,,
95,1628,2022-12-09 02:17:10+00:00,1601038211882418176,@dwikimic bumi ikut demo kuhp,NenkPedut,29,,
96,2342,2022-12-08 02:17:19+00:00,1600675862730285056,Ralat: satu pasal di dlm KUHP,viruskokrona,29,,
97,2673,2022-12-07 13:44:50+00:00,1600486494044508160,@neohistoria_id Inget KUHP oy,TraseerNew,29,,
98,2807,2022-12-07 11:34:17+00:00,1600453639964790786,@UyokBack Tero peduli KUHP 😁,PineksoRoyi1,29,,
99,3390,2022-12-07 03:43:39+00:00,1600335202575732737,Yg bom bundir protes KUHP sih,nihilistblws,29,,
100,88,2022-12-12 13:07:43+00:00,1602289094029037568,@pengendaliUFO Gak takut kuhp?,fadhilndrs,30,,
101,271,2022-12-12 03:25:00+00:00,1602142446321684480,@forjakeu Sah KUHP ini👍👍🇮🇩,Akomeng6,30,,
102,1291,2022-12-09 10:56:39+00:00,1601168943615340549,@kompascom Separah inilah kuhp,SulardiLardi16,30,,
103,1530,2022-12-09 03:59:33+00:00,1601063978167578624,@sbyfess KUHP pasal 411 ayat 1,yewoniez,30,,
104,3162,2022-12-07 06:50:48+00:00,1600382298171449344,@mgsnbergerak Awas kuhp sam 🥶,El__Maalik,30,,
105,3573,2022-12-06 23:32:55+00:00,1600272101385961472,@ainunnajib Wah kena Kuhp baru,boltthrower78,30,,
106,4309,2022-12-06 07:13:16+00:00,1600025564769062912,@TxtdariHI Beli KUHP baru 🥲🥲,FadilahRika2,30,,
107,161,2022-12-12 08:41:03+00:00,1602221982426112000,@SofiaAnanta2 kuhp untuk bangsa,putrimaloe73,31,,
108,272,2022-12-12 03:22:35+00:00,1602141839544369152,@forjakeu KUHP kita labih jos👍,AliBej0,31,,
109,273,2022-12-12 03:18:19+00:00,1602140765500547072,@riea_mariska86 KUHP kita🇮🇩👍,Akomeng6,31,,
110,649,2022-12-11 02:38:26+00:00,1601768342419050496,Dukung KUHP Buatan Anak Negeri.,DwiKilaw,31,,
111,686,2022-12-11 00:12:15+00:00,1601731550965424128,@garuda080 Iyes.👍KUHP 👍👍🇮🇩,AliBej0,31,,
112,2967,2022-12-07 09:01:36+00:00,1600415217275801600,@nocontextwindah Tiati bng KUHP,jegerbaby,31,,
113,3160,2022-12-07 06:52:17+00:00,1600382670613385216,@tanyakanrl pengalihan isu KUHP,HafidFatur,31,,
114,3914,2022-12-06 11:45:17+00:00,1600094021590081536,@TxtdariHI yah beli kuhp baru..,meqnosmoking,31,,
115,17,2022-12-12 23:49:14+00:00,1602450535965392897,@yayiheyy mnding war kuhp 😭🙏🏻,itskindachaengi,32,,
116,71,2022-12-12 14:05:25+00:00,1602303611534336000,@firzahusainInc KUHAP apa KUHP ?,tanusukarta,32,,
117,1110,2022-12-09 18:01:19+00:00,1601275814490034176,@Siantartrash Efek kuhp disahkan,LoisGM4,32,,
118,1777,2022-12-08 16:59:00+00:00,1600897745170337792,"@VICE_ID Gak ada, saya taat KUHP",monsterswasta,32,,
119,2744,2022-12-07 12:43:46+00:00,1600471124466630657,"@jek___ Tad, bahas ruu kuhp dong",AdeJogan,32,,
120,3211,2022-12-07 06:08:05+00:00,1600371549965811713,@Dennysiregar7 Fokus KUHP !!!!!!,Exsant18,32,,
121,3406,2022-12-07 03:33:22+00:00,1600332614929616897,@MardaniAliSera Setuju KUHP pak?,KNVB18,32,,
122,3957,2022-12-06 11:09:28+00:00,1600085005983629312,@FWBESS Semua bisa kena new KUHP,lovhiu,32,,
123,35,2022-12-12 18:09:46+00:00,1602365107320725504,@FWBESS Ayo sini diskusi RUU KUHP,fick995,33,,
124,163,2022-12-12 08:40:01+00:00,1602221724548075520,@SofiaAnanta2 kuhp demi kepastian,damn_camaro,33,,
125,415,2022-12-11 13:36:12+00:00,1601933874518724613,"@kochengfs Ralat, sudah sah KUHP.",ITBSF,33,,
126,563,2022-12-11 06:46:59+00:00,1601830890262315008,@OhdjoniD Semua sepakat sama kuhp,SectorNine6,33,,
127,606,2022-12-11 04:13:03+00:00,1601792152480403456,@pawsaddict Ingat KUHP baru kak..,feminika4real,33,,
128,1048,2022-12-10 01:34:43+00:00,1601389916952616960,@detikcom KUHP baru pro koruptor!,nur7uned,33,,
129,1220,2022-12-09 12:19:20+00:00,1601189751704330241,@6undul0h Sampai terorispun KUHP?,etibers,33,,
130,1237,2022-12-09 11:41:08+00:00,1601180141216239616,"ttd paspor,kuhp,trus apa lagi yaa",GenRaka,33,,
131,2530,2022-12-07 18:15:06+00:00,1600554508698128384,"@dinagustavsson @jokowi p..

kuhp",MuhamadMifta15,33,,
132,2772,2022-12-07 12:19:04+00:00,1600464912203288576,@Askrlfess Criminal code itu kuhp,_hotpiccolo,33,,
133,3215,2022-12-07 06:05:03+00:00,1600370784744394752,@natazwax dilarang dalam KUHP kak,icecoldnovember,33,,
134,3480,2022-12-07 02:28:05+00:00,1600316184536449024,@convomfs Ingfo RUU KUHP nya gaes,Shipoww_,33,,
135,162,2022-12-12 08:40:32+00:00,1602221855405789186,@SofiaAnanta2 KUHP baru nasionalis,putrimaloe73,34,,
136,643,2022-12-11 02:59:45+00:00,1601773705876901888,@kaesangp Mas inget RUU KUHP mas😢,Arif28108143,34,,
137,813,2022-12-10 14:15:49+00:00,1601581455167348736,@kaesangp Bisa kena pasal kuhp ini,jahee_manis,34,,
138,1197,2022-12-09 12:54:55+00:00,1601198709684899840,"@Listy9021 Takut kena KUHP, ya? 🤪",pieterpitojo,34,,
139,1602,2022-12-09 02:33:39+00:00,1601042360653082625,"@yusuf_dumdum Dum, komen KUHP dong",agiltama,34,,
140,1620,2022-12-09 02:21:22+00:00,1601039271967985664,@asumsico Jubur KUHP ki piyeeee 😂,hadehndra,34,,
141,2162,2022-12-08 06:11:44+00:00,1600734856748883971,@singonotunggale @18fesss RUU KUHP,cestweka,34,,
142,2648,2022-12-07 14:21:02+00:00,1600495606346436608,@VeronicaKoman KUHP bentukan PDIP?,KahlilFans,34,,
143,2778,2022-12-07 12:04:43+00:00,1600461301121437696,@iqbaale Lebih serem KUHP baru sih,Merahmarah_,34,,
144,2968,2022-12-07 09:01:07+00:00,1600415094403346432,@AREAJULID kuhp di buatnya becanda,nonasweety_,34,,
145,3085,2022-12-07 07:38:26+00:00,1600394284720476160,@BEMUI_Official kereen nih KUHP 👍,suuun_____,34,,
146,165,2022-12-12 08:39:35+00:00,1602221614124666881,@SofiaAnanta2 KUHP BAWA ANGIN SEGAR,damn_camaro,35,,
147,603,2022-12-11 04:30:00+00:00,1601796418951270403,@convomfs IKN atau KUHP yang baru..,ischiaka,35,,
148,888,2022-12-10 12:01:06+00:00,1601547552075452416,@AREAJULID Emng ap isi UU KUHP nya?,lopehunt,35,,
149,1050,2022-12-10 01:31:14+00:00,1601389039357030400,@ariftri @pinkymew Tar dijerat KUHP,arifmuharram,35,,
150,1246,2022-12-09 11:29:04+00:00,1601177102044520448,14. uu kuhp https://t.co/CXQlrhIDe1,iwafilms,35,,
151,1254,2022-12-09 11:18:13+00:00,1601174372471181314,@UGM_FESS FH dengan KUHP baru hahah,rioochristian,35,,
152,1906,2022-12-08 13:10:54+00:00,1600840340550078464,@nickyXfazrin Aduh haloo ruu kuhp ~,Tamsyurvs,35,,
153,2934,2022-12-07 09:31:27+00:00,1600422729555259393,@temenperjalanan iya bahas RUU KUHP,xcx0202,35,,
154,2960,2022-12-07 09:08:07+00:00,1600416856611127297,@kompascom Terbaca KUHP bukan RKUHP,keem_id,35,,
155,2996,2022-12-07 08:42:35+00:00,1600410428802494464,@ciggsafterpray pkt 63 menolak kuhp,dwoekki,35,,
156,3035,2022-12-07 08:14:51+00:00,1600403449354469376,@tvOneNews Mask si gara gara kuhp..,Pekajaman1,35,,
157,3682,2022-12-06 16:05:40+00:00,1600159546718113793,@mazzini_gsp langsung uji coba KUHP,normanarulita92,35,,
158,4328,2022-12-06 06:50:33+00:00,1600019850109538304,"@nuicemedia Gara"" kuhp di sahin nih",uposishitzu,35,,
159,4442,2022-12-06 03:57:49+00:00,1599976380523229184,RKUHP disetujui DPR menjadi UU KUHP,dyAstronautDoh,35,,
160,102,2022-12-12 12:37:40+00:00,1602281531141423105,"@TxtdariHI Bukan main, KUHP &gt; PBB",twitdariKang,36,,
161,278,2022-12-12 02:42:46+00:00,1602131820958842880,@Fahrihamzah RUU KUHP berlaku gk ya?,eki_azzi,36,,
162,642,2022-12-11 03:03:06+00:00,1601774547904376834,@FWBESS Inget pasal baru kuhp nder ~,Cero_Amunk09,36,,
163,858,2022-12-10 12:24:45+00:00,1601553502987485185,@VIVAcoid tujuan KUHP untuk diktator,chelseaAswaja,36,,
164,1023,2022-12-10 02:38:19+00:00,1601405925289758721,@h77matchaa @DPRIAN_ protes kuhp dlu,wanzeee_,36,,
165,1092,2022-12-09 22:39:24+00:00,1601345798180343809,@11Trilliun @detikcom Masukkan KUHP.,Widibedah2,36,,
166,2005,2022-12-08 09:56:57+00:00,1600791534445932544,@convomfs mau bilang takut kena KUHP,HafidFatur,36,,
167,2705,2022-12-07 13:15:49+00:00,1600479190494896130,@wahiddewantoro KUHP batal disahkan?,four_kardanardi,36,,
168,2811,2022-12-07 11:26:16+00:00,1600451622337118208,@democrazymedia Heran bisa tahu kuhp,WongJ4wa,36,,
169,4320,2022-12-06 06:54:32+00:00,1600020852644671488,@yoitsmefunny pssttt KUHP iniiii LOL,AnaSaleh,36,,
170,164,2022-12-12 08:39:47+00:00,1602221665303564290,@SofiaAnanta2 kuhp baru bawa keadilan,damn_camaro,37,,
171,232,2022-12-12 06:08:18+00:00,1602183544771526656,@OhdjoniD Ayo kita kawal kuhp yg baru,SectorNine6,37,,
172,918,2022-12-10 09:49:52+00:00,1601514525978550272,@unmagnetism Melanggar KUHP pasal 411,lampuapill,37,,
173,949,2022-12-10 07:26:08+00:00,1601478355270131712,@mojokdotco Perlu krn UU KUHP baru 😁,IdTjakrabirawa,37,,
174,963,2022-12-10 05:52:55+00:00,1601454896108429312,@baserealnews Dukung KUHP yg sekarang,FarisAhmadDoni1,37,,
175,1229,2022-12-09 12:00:57+00:00,1601185126205251584,@tiaradhianp Dipersulit KUHP skrg wkw,madfortaro,37,,
176,1255,2022-12-09 11:17:28+00:00,1601174182288453634,@putriohana Pasal 411 KUHP logging in,Udah_Basi,37,,
177,1309,2022-12-09 10:23:20+00:00,1601160562310021120,"@kaesangp pun10, kak, takut KUHP 🙏🏼",tuesdayat7am,37,,
178,1953,2022-12-08 11:49:15+00:00,1600819795695636481,@kungkaripidoy tiati yon awas uu kuhp,urlastD,37,,
179,2057,2022-12-08 08:12:06+00:00,1600765145159856128,"@geloraco Kumpul Gajah, kena ga kuhp?",H9_zub,37,,
180,2063,2022-12-08 07:59:12+00:00,1600761901691990016,@DwiKilaw akhirnya punya KUHP sendiri,nonie_mis,37,,
181,2791,2022-12-07 11:48:56+00:00,1600457325772345345,ato ganti pake kuhp yang baru kali ya,apipiprazole,37,,
182,2952,2022-12-07 09:16:50+00:00,1600419051439726593,@DivHumas_Polri Tolak UU KUHP ....!!!,Oslanpurba,37,,
183,3223,2022-12-07 05:54:26+00:00,1600368115912970240,@cucuFadjroel @yusuf_dumdum KUHP wkwk,yoi26630413,37,,
184,3803,2022-12-06 13:26:22+00:00,1600119459880275968,@al_wahdann Wooo tak KUHP kapok koen!,lfa_john,37,,
185,432,2022-12-11 11:57:31+00:00,1601909039449133057,@BlueNeo81 KUHP ttg perselingkuhan ya?,SokaJati,38,,
186,2605,2022-12-07 15:00:39+00:00,1600505573552062465,@Ilhammsaputra Tp araneh siah eta kuhp,Adhityatp,38,,
187,3024,2022-12-07 08:22:01+00:00,1600405252855205888,@Jibara09 @OposisiCerdas Dan KUHP baru,NovitaS08789871,38,,
188,3078,2022-12-07 07:42:41+00:00,1600395354230640640,@paimonfess Awas nder KUHP udah sah 😩,Razky65,38,,
189,3380,2022-12-07 03:53:32+00:00,1600337686862057472,@Askrlfess criminal code tu KUHP gasie,Sereione,38,,
190,3676,2022-12-06 16:16:11+00:00,1600162192921620480,@AksiLangsung Lagi ngetest bug KUHP 🫣,freezaxkonzie,38,,
191,574,2022-12-11 06:07:40+00:00,1601820997509791745,@RamliRizal KUHP yg Buat bukan presiden,BangSoeryo,39,,
192,597,2022-12-11 04:56:27+00:00,1601803074720641026,@i___psyche Masuk pasal 340 KUHP ini 😂,Ipantrp,39,,
193,678,2022-12-11 00:22:49+00:00,1601734213144760320,@Bank_Aconk UU KUHP ini milik kita sah.,AliBej0,39,,
194,895,2022-12-10 11:28:24+00:00,1601539321815007232,@memefess Pasal 288 kuhp juga fucked up,s3maxx,39,,
195,1231,2022-12-09 11:57:07+00:00,1601184163897708544,@unsrifess bepayo nder inget kuhp baruu,rwainboiw,39,,
196,1375,2022-12-09 08:02:19+00:00,1601125070922952704,@Risma12121212 KUHP lindungi masyarakat,nonie_mis,39,,
197,1655,2022-12-09 01:51:44+00:00,1601031811836280832,@vvotanet KUHP: https://t.co/A4LmIg0Ndc,isthisazka,39,,
198,1873,2022-12-08 13:55:25+00:00,1600851546224590848,@IRENExTTA deeptalk tentang KUHP mau ga,REMASxXY,39,,
199,1929,2022-12-08 12:38:04+00:00,1600832078102155264,@CNNIndonesia RUU KUHP ancam investasi?,FathRasi,39,,
200,2171,2022-12-08 05:55:38+00:00,1600730803591270400,@inibeneranmario Opo gara gara kuhp yo?,maulanazibullah,39,,
201,2805,2022-12-07 11:34:44+00:00,1600453751751737346,@UyokBack tumben telolis ngurusi KUHP..,ProlinkPodcast,39,,
202,2877,2022-12-07 10:19:46+00:00,1600434889634942976,@Askrlfess karna kuhp itu criminal code,sugarbrader,39,,
203,3131,2022-12-07 07:14:54+00:00,1600388365060575232,@detikcom kereeen mantap dukung KUHP 👍,suuun_____,39,,
204,3393,2022-12-07 03:40:57+00:00,1600334523744808961,@idextratime Pengalihan isu ruu kuhp 🤔,ricodhrrr,39,,
205,3585,2022-12-06 23:00:15+00:00,1600263881603284992,@knisacahya belajar kuhp baru sayang ☺️,cactaetus,39,,
206,3805,2022-12-06 13:26:06+00:00,1600119390594211842,Ups lupa KUHP baru disahkan hari ini 🫠,daveorl,39,,
207,3886,2022-12-06 12:09:21+00:00,1600100079125528576,@elphycado wakkwkwkwk mahal ga si KUHP?,euarchieves,39,,
208,4038,2022-12-06 09:59:24+00:00,1600067376133050368,@Sam_Ardi ngiahah KUHP baru @rizaznable,Drirkybe,39,,
209,335,2022-12-11 22:47:41+00:00,1602072659319455745,@CNNIndonesia Mau Poligami  diancam KUHP,AenulMgmp,40,,
210,743,2022-12-10 18:00:50+00:00,1601638081467383809,"@only_ollive Waduh, mengandung KUHP iki.",KeselMikir_,40,,
211,789,2022-12-10 14:36:20+00:00,1601586617638359046,@PrideFess serious matter like RUU KUHP?,BI_asa_aja,40,,
212,897,2022-12-10 11:27:24+00:00,1601539073394741249,@memefess Pasal 188 kuhp silahkan dibaca,s3maxx,40,,
213,916,2022-12-10 09:54:40+00:00,1601515734017843200,@hnurwahid Tumben nih dukung KUHP hahaha,sabiwir1,40,,
214,1188,2022-12-09 13:17:59+00:00,1601204514778152960,@HisyamMochtar Buah Dari KUHP Yang Baru?,YUDHI_Laksana,40,,
215,1713,2022-12-08 23:49:51+00:00,1601001137548627968,"@Ridwandasitisar Hati² bro, KUHP sdh sah",Thomson_Hombing,40,,
216,1971,2022-12-08 11:03:31+00:00,1600808286726475776,"@kompascom KUHP yg ini, SAYA SETUJU ! 👍",DediiG,40,,
217,2499,2022-12-07 22:27:23+00:00,1600617996342661120,@yurayunita di bawa ke mk aja kayak kuhp,duniaordinary,40,,
218,2964,2022-12-07 09:03:52+00:00,1600415786392166400,@dwifernanda_ kpalany ku belah pake kuhp,ChaoticCastor,40,,
219,3132,2022-12-07 07:13:00+00:00,1600387887769403392,"@UyokBack Isunya KUHP??? 
Bener2 dech...",Syakban_nas,40,,
220,3188,2022-12-07 06:31:07+00:00,1600377347848294400,@Uncle_Gober22 KUHP nya sudah di sah kan,nurseilan,40,,
221,3470,2022-12-07 02:37:44+00:00,1600318613973766144,@bimaprawira Tapi KUHP yg skrng emang…..,kozirama,40,,
222,3724,2022-12-06 15:08:32+00:00,1600145170947014656,@juliusyoshua_ Semua karena kuhp baru 😪,gratisparkir_,40,,
223,4002,2022-12-06 10:26:52+00:00,1600074285149999104,@tanyakanrl Rkuhp yg baru udah jadi kuhp,AldyGreget,40,,
224,4428,2022-12-06 04:49:55+00:00,1599989491430981634,@Rezasyariatii Sudah di sahkan ya KUHP ?,Muhamma32119268,40,,
225,572,2022-12-11 06:14:30+00:00,1601822715748315136,@tempodotco Kena KUHP yang baru nanti loh,Hargama04480036,41,,
